timestamp_iso,t_ms,src_ip,src_port,direction,payload
2026-05-12T08:48:01.700,7398.524,10.0.0.10,8888,CC->XPB,HB;SEQ=2883;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=1872;E=0;E_CODE=00;RPM=0:06\n
2026-05-12T08:48:01.950,7648.521,10.0.0.10,8888,CC->XPB,HB;SEQ=2884;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=2122;E=0;E_CODE=00;RPM=0:0E\n
2026-05-12T08:48:02.200,7898.504,10.0.0.10,8888,CC->XPB,HB;SEQ=2885;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=2372;E=0;E_CODE=00;RPM=0:08\n
2026-05-12T08:48:02.342,8041.255,10.0.0.11,8888,XPB->CC,STAT;SEQ=723;OUT=000;SUMP=20;SEAL=20:1D\n
2026-05-12T08:48:02.450,8148.560,10.0.0.10,8888,CC->XPB,HB;SEQ=2886;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=2622;E=0;E_CODE=00;RPM=0:0B\n
2026-05-12T08:48:02.699,8398.097,10.0.0.10,8888,CC->XPB,HB;SEQ=2887;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=2872;E=0;E_CODE=00;RPM=0:01\n
2026-05-12T08:48:02.950,8648.451,10.0.0.10,8888,CC->XPB,HB;SEQ=2888;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=3122;E=0;E_CODE=00;RPM=0:03\n
2026-05-12T08:48:03.200,8898.668,10.0.0.10,8888,CC->XPB,HB;SEQ=2889;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=3372;E=0;E_CODE=00;RPM=0:05\n
2026-05-12T08:48:03.346,9044.813,10.0.0.11,8888,XPB->CC,STAT;SEQ=724;OUT=000;SUMP=20;SEAL=21:1B\n
2026-05-12T08:48:03.450,9148.732,10.0.0.10,8888,CC->XPB,HB;SEQ=2890;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=3622;E=0;E_CODE=00;RPM=0:0D\n
2026-05-12T08:48:03.699,9398.167,10.0.0.10,8888,CC->XPB,HB;SEQ=2891;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=3872;E=0;E_CODE=00;RPM=0:07\n
2026-05-12T08:48:03.950,9648.744,10.0.0.10,8888,CC->XPB,HB;SEQ=2892;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=4122;E=0;E_CODE=00;RPM=0:0F\n
2026-05-12T08:48:04.200,9898.534,10.0.0.10,8888,CC->XPB,HB;SEQ=2893;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=4372;E=0;E_CODE=00;RPM=0:09\n
2026-05-12T08:48:04.348,10047.064,10.0.0.11,8888,XPB->CC,STAT;SEQ=725;OUT=000;SUMP=20;SEAL=20:1B\n
2026-05-12T08:48:04.449,10148.022,10.0.0.10,8888,CC->XPB,HB;SEQ=2894;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=4622;E=0;E_CODE=00;RPM=0:0E\n
2026-05-12T08:48:04.700,10398.802,10.0.0.10,8888,CC->XPB,HB;SEQ=2895;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=4872;E=0;E_CODE=00;RPM=0:04\n
2026-05-12T08:48:04.950,10648.540,10.0.0.10,8888,CC->XPB,HB;SEQ=2896;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=5122;E=0;E_CODE=00;RPM=0:0A\n
2026-05-12T08:48:05.199,10898.089,10.0.0.10,8888,CC->XPB,HB;SEQ=2897;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=5372;E=0;E_CODE=00;RPM=0:0C\n
2026-05-12T08:48:05.352,11051.146,10.0.0.11,8888,XPB->CC,STAT;SEQ=726;OUT=000;SUMP=20;SEAL=21:19\n
2026-05-12T08:48:05.450,11148.600,10.0.0.10,8888,CC->XPB,HB;SEQ=2898;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=5622;E=0;E_CODE=00;RPM=0:03\n
2026-05-12T08:48:05.699,11398.188,10.0.0.10,8888,CC->XPB,HB;SEQ=2899;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=5872;E=0;E_CODE=00;RPM=0:09\n
2026-05-12T08:48:05.950,11648.611,10.0.0.10,8888,CC->XPB,HB;SEQ=2900;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=6122;E=0;E_CODE=00;RPM=0:07\n
2026-05-12T08:48:06.200,11898.435,10.0.0.10,8888,CC->XPB,HB;SEQ=2901;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=6372;E=0;E_CODE=00;RPM=0:01\n
